G,Date,Opponent,Unnamed: 7,Tm,Opp,W,L,Streak,Team,Year,Is_Playoffs,Team_Pace,Team_eFG%,Team_TOV%,Team_ORB%,Team_FT/FGA,Team_ORtg,Opponent_Pace,Opponent_eFG%,Opponent_TOV%,Opponent_ORB%,Opponent_FT/FGA,Opponent_ORtg,Team_Player1_Starters,Team_Player2_Starters,Team_Player3_Starters,Team_Player4_Starters,Team_Player5_Starters,Team_Player6_Starters,Team_Player7_Starters,Team_Player8_Starters,Team_Player9_Starters,Team_Player10_Starters,Team_Player11_Starters,Team_Player12_Starters,Team_Player13_Starters,Team_Player14_Starters,Team_Player15_Starters,Opponent_Player1_Starters,Opponent_Player2_Starters,Opponent_Player3_Starters,Opponent_Player4_Starters,Opponent_Player5_Starters,Opponent_Player6_Starters,Opponent_Player7_Starters,Opponent_Player8_Starters,Opponent_Player9_Starters,Opponent_Player10_Starters,Opponent_Player11_Starters,Opponent_Player12_Starters,Opponent_Player13_Starters,Opponent_Player14_Starters,Opponent_Player15_Starters,Opponent_Player16_Starters,Team_Player16_Starters,Team_Player17_Starters,Opponent_Player17_Starters
48,20210401,CLE,W,114,94,33,15,W 1,PHI,2021,False,100.5,.511,8.8,25.0,.204,113.4,100.5,.488,16.8,8.5,.200,93.5,Danny Green,Ben Simmons,Seth Curry,Mike Scott,Tobias Harris,Shake Milton,Dwight Howard,Matisse Thybulle,Tyrese Maxey,Furkan Korkmaz,Paul Reed,Isaiah Joe,Rayjon Tucker,Team Totals,,Dean Wade,Collin Sexton,Darius Garland,Isaac Okoro,Kevin Love,Taurean Prince,Isaiah Hartenstein,Cedi Osman,Matthew Dellavedova,Lamar Stevens,Brodric Thomas,Damyean Dotson,Dylan Windler,Team Totals,,,,,
49,20210403,MIN,W,122,113,34,15,W 2,PHI,2021,False,97.6,.580,11.0,21.1,.346,124.9,97.6,.526,10.5,15.0,.397,115.7,Seth Curry,Ben Simmons,Tobias Harris,Joel Embiid,Danny Green,Shake Milton,Dwight Howard,Matisse Thybulle,Mike Scott,Furkan Korkmaz,Ignas Brazdeikis,Isaiah Joe,Tyrese Maxey,Paul Reed,Rayjon Tucker,Karl-Anthony Towns,Jordan McLaughlin,Anthony Edwards,Jaden McDaniels,Josh Okogie,Jake Layman,Naz Reid,Jarrett Culver,Jaylen Nowell,Jarred Vanderbilt,Juancho Hernangómez,Ed Davis,Ricky Rubio,Team Totals,,,Team Totals,,
50,20210404,MEM,L,100,116,34,16,L 1,PHI,2021,False,95.5,.461,9.8,29.1,.202,104.7,95.5,.584,11.2,22.7,.135,121.4,Tobias Harris,Ben Simmons,Seth Curry,Danny Green,Mike Scott,Dwight Howard,Shake Milton,Matisse Thybulle,Furkan Korkmaz,Paul Reed,Isaiah Joe,Rayjon Tucker,Mason Jones,Ignas Brazdeikis,Tyrese Maxey,Ja Morant,Grayson Allen,Dillon Brooks,Jonas Valančiūnas,Kyle Anderson,Desmond Bane,Brandon Clarke,Xavier Tillman Sr.,Tyus Jones,De'Anthony Melton,John Konchar,Sean McDermott,Jontay Porter,Killian Tillie,Team Totals,,Team Totals,,
51,20210406,BOS,W,106,96,35,16,W 1,PHI,2021,False,93.6,.527,12.6,23.7,.397,113.2,93.6,.571,22.0,9.4,.229,102.6,Ben Simmons,Tobias Harris,Joel Embiid,Seth Curry,Danny Green,Matisse Thybulle,Shake Milton,Dwight Howard,Furkan Korkmaz,Mike Scott,Tyrese Maxey,Paul Reed,Ignas Brazdeikis,Isaiah Joe,Rayjon Tucker,Marcus Smart,Kemba Walker,Jayson Tatum,Jaylen Brown,Robert Williams,Grant Williams,Luke Kornet,Romeo Langford,Semi Ojeleye,Tacko Fall,Payton Pritchard,Moritz Wagner,Tremont Waters,Aaron Nesmith,Carsen Edwards,Team Totals,Team Totals,,
54,20210412,DAL,W,113,95,37,17,W 2,PHI,2021,False,94.6,.563,8.7,14.6,.288,119.4,94.6,.476,14.0,24.4,.193,100.4,Tobias Harris,Joel Embiid,Danny Green,Seth Curry,Ben Simmons,Shake Milton,Matisse Thybulle,Dwight Howard,Furkan Korkmaz,Mike Scott,Tyrese Maxey,Isaiah Joe,Paul Reed,Rayjon Tucker,Mason Jones,Dorian Finney-Smith,Luka Dončić,Josh Richardson,Jalen Brunson,Maxi Kleber,Tim Hardaway Jr.,Dwight Powell,JJ Redick,Nicolò Melli,Willie Cauley-Stein,Trey Burke,Boban Marjanović,Tyler Bey,Josh Green,Nate Hinton,Team Totals,Team Totals,,
55,20210414,BRK,W,123,117,38,17,W 3,PHI,2021,False,100.5,.592,9.3,11.1,.230,122.4,100.5,.542,14.3,28.2,.325,116.5,Ben Simmons,Tobias Harris,Joel Embiid,Danny Green,Seth Curry,Shake Milton,Furkan Korkmaz,Matisse Thybulle,Mike Scott,Rayjon Tucker,Dwight Howard,Isaiah Joe,Tyrese Maxey,Paul Reed,Anthony Tolliver,Landry Shamet,Kyrie Irving,Jeff Green,Joe Harris,DeAndre Jordan,Bruce Brown,Timothé Luwawu-Cabarrot,Nic Claxton,Alize Johnson,Kevin Durant,Blake Griffin,Reggie Perry,Team Totals,,,,Team Totals,,
56,20210416,LAC,W,106,103,39,17,W 4,PHI,2021,False,97.1,.506,11.9,23.9,.265,109.2,97.1,.567,17.6,18.6,.122,106.1,Furkan Korkmaz,Ben Simmons,Danny Green,Joel Embiid,Mike Scott,Matisse Thybulle,Shake Milton,Tyrese Maxey,Anthony Tolliver,Paul Reed,Seth Curry,Isaiah Joe,Mason Jones,Rayjon Tucker,Team Totals,Paul George,Reggie Jackson,Marcus Morris,Luke Kennard,Ivica Zubac,Nicolas Batum,Rajon Rondo,Terance Mann,Patrick Patterson,DeMarcus Cousins,Amir Coffey,Malik Fitts,Daniel Oturu,Team Totals,,,,,
57,20210419,GSW,L,96,107,39,18,L 1,PHI,2021,False,97.6,.461,11.8,20.4,.157,98.4,97.6,.539,15.1,15.8,.329,109.7,Seth Curry,Danny Green,Joel Embiid,Furkan Korkmaz,Mike Scott,Matisse Thybulle,Shake Milton,George Hill,Tyrese Maxey,Dwight Howard,Rayjon Tucker,Isaiah Joe,Mason Jones,Paul Reed,Anthony Tolliver,Andrew Wiggins,Stephen Curry,Kevon Looney,Draymond Green,Kent Bazemore,Damion Lee,Kelly Oubre Jr.,Jordan Poole,Mychal Mulder,Gary Payton II,Alen Smailagić,Nico Mannion,Juan Toscano-Anderson,Team Totals,,,Team Totals,,
58,20210421,PHO,L,113,116,39,19,L 2,PHI,2021,False,92.0,.594,15.7,37.8,.225,122.8,92.0,.564,9.5,25.0,.221,126.1,Matisse Thybulle,Danny Green,Joel Embiid,Shake Milton,Furkan Korkmaz,Tyrese Maxey,George Hill,Mike Scott,Dwight Howard,Seth Curry,Isaiah Joe,Mason Jones,Paul Reed,Anthony Tolliver,Rayjon Tucker,Mikal Bridges,Chris Paul,Devin Booker,Deandre Ayton,Jae Crowder,Cameron Johnson,Dario Šarić,Torrey Craig,Jevon Carter,Cameron Payne,Ty-Shon Alexander,Langston Galloway,Frank Kaminsky,E'Twaun Moore,Jalen Smith,Team Totals,Team Totals,,
59,20210422,MIL,L,117,124,39,20,L 3,PHI,2021,False,99.4,.571,8.3,15.2,.143,117.7,99.4,.679,14.9,18.8,.173,124.7,Tobias Harris,Joel Embiid,Seth Curry,George Hill,Danny Green,Shake Milton,Matisse Thybulle,Mike Scott,Tyrese Maxey,Dwight Howard,Anthony Tolliver,Paul Reed,Rayjon Tucker,Isaiah Joe,Mason Jones,Giannis Antetokounmpo,Jrue Holiday,Khris Middleton,Donte DiVincenzo,Brook Lopez,Pat Connaughton,P.J. Tucker,Bobby Portis,Bryn Forbes,Thanasis Antetokounmpo,Sam Merrill,Jordan Nwora,Mamadi Diakite,Rodions Kurucs,Jeff Teague,Team Totals,Team Totals,,
60,20210424,MIL,L,94,132,39,21,L 4,PHI,2021,False,102.7,.421,14.9,20.4,.305,91.6,102.7,.611,13.2,34.0,.168,128.6,Tobias Harris,Seth Curry,Danny Green,George Hill,Mike Scott,Shake Milton,Dwight Howard,Matisse Thybulle,Tyrese Maxey,Anthony Tolliver,Rayjon Tucker,Mason Jones,Isaiah Joe,Joel Embiid,Furkan Korkmaz,Jrue Holiday,Giannis Antetokounmpo,Donte DiVincenzo,Khris Middleton,Brook Lopez,Pat Connaughton,Bobby Portis,P.J. Tucker,Bryn Forbes,Jeff Teague,Thanasis Antetokounmpo,Jordan Nwora,Mamadi Diakite,Sam Merrill,Rodions Kurucs,Team Totals,Team Totals,,
62,20210428,ATL,W,127,83,41,21,W 2,PHI,2021,False,91.4,.629,7.5,26.8,.169,139.0,91.4,.370,13.8,32.7,.284,90.8,Tobias Harris,Seth Curry,Joel Embiid,Danny Green,Ben Simmons,George Hill,Matisse Thybulle,Furkan Korkmaz,Dwight Howard,Tyrese Maxey,Shake Milton,Mike Scott,Paul Reed,Isaiah Joe,Anthony Tolliver,Brandon Goodwin,Lou Williams,Solomon Hill,John Collins,Clint Capela,Skylar Mays,Danilo Gallinari,Onyeka Okongwu,Kris Dunn,Nathan Knight,Bruno Fernando,Bogdan Bogdanović,Team Totals,,,,Team Totals,,
63,20210430,ATL,W,126,104,42,21,W 3,PHI,2021,False,99.1,.515,7.4,34.6,.218,127.2,99.1,.500,16.0,27.3,.268,105.0,Ben Simmons,Joel Embiid,Tobias Harris,Seth Curry,Danny Green,Matisse Thybulle,Shake Milton,George Hill,Furkan Korkmaz,Dwight Howard,Tyrese Maxey,Mike Scott,Paul Reed,Isaiah Joe,Anthony Tolliver,Solomon Hill,Trae Young,John Collins,Tony Snell,Clint Capela,Danilo Gallinari,Lou Williams,Onyeka Okongwu,Kris Dunn,Brandon Goodwin,Bruno Fernando,Skylar Mays,Nathan Knight,Bogdan Bogdanović,Team Totals,,Team Totals,,
64,20210502,SAS,W,113,111,43,21,W 4,PHI,2021,False,93.9,.505,11.0,25.5,.191,109.0,93.9,.510,11.9,21.7,.135,107.1,Tobias Harris,Seth Curry,Ben Simmons,Joel Embiid,Danny Green,Matisse Thybulle,George Hill,Dwight Howard,Shake Milton,Furkan Korkmaz,Isaiah Joe,Tyrese Maxey,Paul Reed,Mike Scott,Anthony Tolliver,Keldon Johnson,Rudy Gay,Devin Vassell,Tre Jones,Drew Eubanks,Gorgui Dieng,Lonnie Walker IV,Patty Mills,Luka Šamanić,Keita Bates-Diop,DeMar DeRozan,Jakob Poeltl,Quinndary Weatherspoon,Team Totals,,,Team Totals,,
65,20210503,CHI,W,106,94,44,21,W 5,PHI,2021,False,94.1,.607,17.6,20.0,.200,112.7,94.1,.477,13.9,24.5,.126,99.9,Seth Curry,Tobias Harris,Ben Simmons,Joel Embiid,Danny Green,Matisse Thybulle,Shake Milton,Dwight Howard,George Hill,Mike Scott,Furkan Korkmaz,Tyrese Maxey,Isaiah Joe,Paul Reed,Anthony Tolliver,Daniel Theis,Coby White,Thaddeus Young,Patrick Williams,Garrett Temple,Tomáš Satoranský,Lauri Markkanen,Denzel Valentine,Al-Farouq Aminu,Javonte Green,Ryan Arcidiacono,Devon Dotson,Cristiano Felício,Adam Mokoka,Team Totals,,Team Totals,,
66,20210505,HOU,W,135,115,45,21,W 6,PHI,2021,False,99.2,.612,8.8,29.7,.213,136.1,99.2,.543,11.4,25.0,.151,116.0,Tobias Harris,Joel Embiid,Ben Simmons,Danny Green,Seth Curry,Shake Milton,Tyrese Maxey,Matisse Thybulle,George Hill,Dwight Howard,Isaiah Joe,Mike Scott,Paul Reed,Anthony Tolliver,Furkan Korkmaz,KJ Martin,DaQuan Jeffries,Kelly Olynyk,Avery Bradley,Kevin Porter Jr.,Anthony Lamb,Armoni Brooks,D.J. Augustin,Danuel House Jr.,Jae'Sean Tate,D.J. Wilson,Christian Wood,Team Totals,,,,Team Totals,,
68,20210508,DET,W,118,104,47,21,W 8,PHI,2021,False,98.0,.542,10.1,20.9,.321,120.4,98.0,.554,16.5,22.2,.131,106.2,Tyrese Maxey,Danny Green,Tobias Harris,Joel Embiid,Matisse Thybulle,Shake Milton,George Hill,Dwight Howard,Mike Scott,Isaiah Joe,Paul Reed,Rayjon Tucker,Anthony Tolliver,Team Totals,,Mason Plumlee,Saddiq Bey,Jerami Grant,Wayne Ellington,Cory Joseph,Deividas Sirvydis,Sekou Doumbouya,Killian Hayes,Isaiah Stewart,Frank Jackson,Saben Lee,Jahlil Okafor,Tyler Cook,Team Totals,,,,,
69,20210511,IND,L,94,103,47,22,L 1,PHI,2021,False,95.8,.483,10.6,11.6,.115,98.1,95.8,.530,13.5,18.9,.181,107.5,Ben Simmons,Seth Curry,Tobias Harris,Danny Green,Mike Scott,Dwight Howard,George Hill,Tyrese Maxey,Anthony Tolliver,Isaiah Joe,Shake Milton,Paul Reed,Rayjon Tucker,Team Totals,,Domantas Sabonis,Caris LeVert,Justin Holiday,Oshae Brissett,Doug McDermott,T.J. McConnell,Kelan Martin,Goga Bitadze,Cassius Stanley,JaKarr Sampson,Amida Brimah,Aaron Holiday,Team Totals,,,,,,
70,20210513,MIA,L,94,106,47,23,L 2,PHI,2021,False,89.0,.506,13.0,20.0,.192,105.6,89.0,.586,18.9,40.5,.136,119.1,Tobias Harris,Ben Simmons,Joel Embiid,Seth Curry,Danny Green,Shake Milton,Furkan Korkmaz,Tyrese Maxey,George Hill,Dwight Howard,Isaiah Joe,Mike Scott,Paul Reed,Anthony Tolliver,Gary Clark,Bam Adebayo,Trevor Ariza,Jimmy Butler,Duncan Robinson,Kendrick Nunn,Tyler Herro,Goran Dragić,Andre Iguodala,Dewayne Dedmon,Udonis Haslem,Precious Achiuwa,KZ Okpala,Max Strus,Gabe Vincent,Nemanja Bjelica,Team Totals,Team Totals,,
1,20210523,WAS,W,125,118,1,0,W 1,PHI,2021,True,102.3,.548,9.3,27.7,.247,122.1,102.3,.602,14.5,20.6,.136,115.3,Ben Simmons,Tobias Harris,Seth Curry,Danny Green,Joel Embiid,George Hill,Dwight Howard,Matisse Thybulle,Shake Milton,Tyrese Maxey,Furkan Korkmaz,Isaiah Joe,Paul Reed,Mike Scott,Anthony Tolliver,Russell Westbrook,Bradley Beal,Rui Hachimura,Raul Neto,Alex Len,Dāvis Bertāns,Ish Smith,Daniel Gafford,Robin Lopez,Isaac Bonga,Anthony Gill,Chandler Hutchison,Garrison Mathews,Cassius Winston,Team Totals,,Team Totals,,
2,20210526,WAS,W,120,95,2,0,W 2,PHI,2021,True,100.4,.608,11.1,22.9,.148,119.5,100.4,.413,11.7,26.0,.207,94.6,Ben Simmons,Joel Embiid,Tobias Harris,Seth Curry,Danny Green,George Hill,Matisse Thybulle,Dwight Howard,Furkan Korkmaz,Tyrese Maxey,Shake Milton,Mike Scott,Paul Reed,Isaiah Joe,Anthony Tolliver,Bradley Beal,Russell Westbrook,Rui Hachimura,Raul Neto,Alex Len,Dāvis Bertāns,Ish Smith,Daniel Gafford,Chandler Hutchison,Robin Lopez,Anthony Gill,Garrison Mathews,Cassius Winston,Isaac Bonga,Team Totals,,Team Totals,,
3,20210529,WAS,W,132,103,3,0,W 3,PHI,2021,True,101.6,.684,14.3,20.0,.149,130.0,101.6,.438,7.0,22.8,.198,101.4,Tobias Harris,Ben Simmons,Joel Embiid,Seth Curry,Danny Green,Matisse Thybulle,George Hill,Dwight Howard,Tyrese Maxey,Shake Milton,Furkan Korkmaz,Mike Scott,Paul Reed,Isaiah Joe,Anthony Tolliver,Bradley Beal,Russell Westbrook,Dāvis Bertāns,Rui Hachimura,Alex Len,Daniel Gafford,Ish Smith,Raul Neto,Robin Lopez,Anthony Gill,Garrison Mathews,Isaac Bonga,Chandler Hutchison,Cassius Winston,Team Totals,,Team Totals,,
4,20210531,WAS,L,114,122,3,1,L 1,PHI,2021,True,106.5,.479,9.0,21.4,.229,107.1,106.5,.506,11.6,26.5,.375,114.6,Tobias Harris,Danny Green,Seth Curry,Ben Simmons,Joel Embiid,George Hill,Tyrese Maxey,Mike Scott,Matisse Thybulle,Dwight Howard,Furkan Korkmaz,Shake Milton,Isaiah Joe,Paul Reed,Anthony Tolliver,Bradley Beal,Russell Westbrook,Rui Hachimura,Daniel Gafford,Dāvis Bertāns,Raul Neto,Ish Smith,Robin Lopez,Anthony Gill,Alex Len,Isaac Bonga,Chandler Hutchison,Garrison Mathews,Cassius Winston,Team Totals,,Team Totals,,
5,20210602,WAS,W,129,112,4,1,W 1,PHI,2021,True,100.4,.565,8.0,20.5,.405,128.5,100.4,.544,13.8,17.9,.329,111.6,Ben Simmons,Tobias Harris,Seth Curry,Danny Green,Matisse Thybulle,Tyrese Maxey,Dwight Howard,Furkan Korkmaz,George Hill,Shake Milton,Mike Scott,Rayjon Tucker,Isaiah Joe,Paul Reed,Anthony Tolliver,Rui Hachimura,Bradley Beal,Russell Westbrook,Raul Neto,Daniel Gafford,Ish Smith,Robin Lopez,Anthony Gill,Garrison Mathews,Chandler Hutchison,Isaac Bonga,Alex Len,Cassius Winston,Team Totals,,,Team Totals,,
6,20210606,ATL,L,124,128,4,2,L 1,PHI,2021,True,107.4,.610,16.3,20.0,.293,115.5,107.4,.628,15.1,8.3,.233,119.2,Joel Embiid,Ben Simmons,Seth Curry,Tobias Harris,Danny Green,Matisse Thybulle,Tyrese Maxey,Furkan Korkmaz,George Hill,Dwight Howard,Shake Milton,Isaiah Joe,Paul Reed,Mike Scott,Anthony Tolliver,Trae Young,Bogdan Bogdanović,John Collins,Clint Capela,Solomon Hill,Kevin Huerter,Danilo Gallinari,Onyeka Okongwu,Lou Williams,Tony Snell,Bruno Fernando,De'Andre Hunter,Nathan Knight,Skylar Mays,Team Totals,,Team Totals,,
7,20210608,ATL,W,118,102,5,2,W 1,PHI,2021,True,96.4,.598,8.5,15.4,.161,122.4,96.4,.524,16.5,27.9,.181,105.8,Tobias Harris,Joel Embiid,Ben Simmons,Seth Curry,Danny Green,Matisse Thybulle,George Hill,Shake Milton,Dwight Howard,Furkan Korkmaz,Tyrese Maxey,Mike Scott,Isaiah Joe,Paul Reed,Anthony Tolliver,Bogdan Bogdanović,Trae Young,John Collins,Clint Capela,Solomon Hill,Kevin Huerter,Danilo Gallinari,Lou Williams,Onyeka Okongwu,Tony Snell,Nathan Knight,Bruno Fernando,Skylar Mays,De'Andre Hunter,Team Totals,,Team Totals,,
8,20210611,ATL,W,127,111,6,2,W 2,PHI,2021,True,93.8,.646,10.3,28.6,.316,135.4,93.8,.512,10.3,29.7,.329,118.3,Tobias Harris,Joel Embiid,Ben Simmons,Seth Curry,Danny Green,Furkan Korkmaz,Shake Milton,Matisse Thybulle,George Hill,Dwight Howard,Tyrese Maxey,Isaiah Joe,Paul Reed,Mike Scott,Anthony Tolliver,Bogdan Bogdanović,Trae Young,John Collins,Clint Capela,Solomon Hill,Danilo Gallinari,Kevin Huerter,Lou Williams,Tony Snell,Onyeka Okongwu,Bruno Fernando,Skylar Mays,Kris Dunn,Nathan Knight,Team Totals,,Team Totals,,
9,20210614,ATL,L,100,103,6,3,L 1,PHI,2021,True,97.9,.500,11.3,17.8,.176,102.2,97.9,.426,3.5,20.3,.168,105.2,Tobias Harris,Ben Simmons,Joel Embiid,Seth Curry,Furkan Korkmaz,Matisse Thybulle,Shake Milton,George Hill,Dwight Howard,Tyrese Maxey,Isaiah Joe,Paul Reed,Mike Scott,Anthony Tolliver,Rayjon Tucker,Bogdan Bogdanović,Trae Young,John Collins,Kevin Huerter,Clint Capela,Danilo Gallinari,Lou Williams,Tony Snell,Onyeka Okongwu,Kris Dunn,Bruno Fernando,Solomon Hill,Nathan Knight,Skylar Mays,Team Totals,,Team Totals,,
10,20210616,ATL,L,106,109,6,4,L 2,PHI,2021,True,97.4,.553,14.9,18.9,.307,108.8,97.4,.512,10.2,21.3,.259,111.9,Joel Embiid,Ben Simmons,Tobias Harris,Seth Curry,Furkan Korkmaz,Matisse Thybulle,Shake Milton,George Hill,Dwight Howard,Tyrese Maxey,Isaiah Joe,Paul Reed,Mike Scott,Anthony Tolliver,Rayjon Tucker,Trae Young,Clint Capela,John Collins,Kevin Huerter,Bogdan Bogdanović,Danilo Gallinari,Lou Williams,Solomon Hill,Onyeka Okongwu,Tony Snell,Kris Dunn,Bruno Fernando,Nathan Knight,Skylar Mays,Team Totals,,Team Totals,,
11,20210618,ATL,W,104,99,7,4,W 1,PHI,2021,True,100.5,.473,9.6,26.4,.172,103.5,100.5,.467,10.5,17.8,.141,98.5,Tobias Harris,Seth Curry,Joel Embiid,Ben Simmons,Furkan Korkmaz,Tyrese Maxey,George Hill,Matisse Thybulle,Dwight Howard,Shake Milton,Isaiah Joe,Paul Reed,Mike Scott,Anthony Tolliver,Rayjon Tucker,Kevin Huerter,Trae Young,Clint Capela,John Collins,Bogdan Bogdanović,Danilo Gallinari,Lou Williams,Onyeka Okongwu,Solomon Hill,Kris Dunn,Bruno Fernando,Nathan Knight,Skylar Mays,Tony Snell,Team Totals,,Team Totals,,
12,20210620,ATL,L,96,103,7,5,L 1,PHI,2021,True,98.5,.481,15.7,15.6,.238,97.5,98.5,.488,9.5,12.8,.296,104.6,Tobias Harris,Joel Embiid,Ben Simmons,Seth Curry,Furkan Korkmaz,George Hill,Matisse Thybulle,Tyrese Maxey,Dwight Howard,Shake Milton,Isaiah Joe,Paul Reed,Mike Scott,Anthony Tolliver,Rayjon Tucker,Trae Young,John Collins,Kevin Huerter,Clint Capela,Bogdan Bogdanović,Danilo Gallinari,Onyeka Okongwu,Lou Williams,Solomon Hill,Kris Dunn,Bruno Fernando,Nathan Knight,Skylar Mays,Tony Snell,Team Totals,,Team Totals,,
1,20201223,DAL,W,106,102,1,0,W 1,PHO,2021,False,101.4,.551,17.3,15.4,.241,104.5,101.4,.476,11.1,12.5,.247,100.5,Mikal Bridges,Devin Booker,Chris Paul,Jae Crowder,Deandre Ayton,Cameron Johnson,Cameron Payne,Jalen Smith,Jevon Carter,Langston Galloway,Damian Jones,Ty-Shon Alexander,E'Twaun Moore,Dario Šarić,Team Totals,Josh Richardson,Luka Dončić,Dorian Finney-Smith,Tim Hardaway Jr.,Dwight Powell,Maxi Kleber,Trey Burke,Jalen Brunson,James Johnson,Willie Cauley-Stein,Josh Green,Wes Iwundu,Boban Marjanović,Tyrell Terry,Team Totals,,,,
2,20201226,SAC,L,103,106,1,1,L 1,PHO,2021,False,101.3,.474,9.6,19.6,.102,101.6,101.3,.483,15.2,33.3,.267,104.6,Devin Booker,Chris Paul,Jae Crowder,Deandre Ayton,Mikal Bridges,Cameron Johnson,Damian Jones,Cameron Payne,Langston Galloway,Jevon Carter,Jalen Smith,Frank Kaminsky,Ty-Shon Alexander,E'Twaun Moore,Dario Šarić,De'Aaron Fox,Buddy Hield,Harrison Barnes,Richaun Holmes,Marvin Bagley III,Tyrese Haliburton,Cory Joseph,Nemanja Bjelica,Glenn Robinson III,Hassan Whiteside,Kyle Guy,Justin James,Chimezie Metu,Jabari Parker,Robert Woodard II,Team Totals,Team Totals,,
3,20201227,SAC,W,116,100,2,1,W 1,PHO,2021,False,97.9,.564,8.3,18.2,.106,118.5,97.9,.539,14.7,7.7,.237,102.2,Mikal Bridges,Devin Booker,Deandre Ayton,Chris Paul,Jae Crowder,Cameron Johnson,Cameron Payne,Frank Kaminsky,Langston Galloway,Jevon Carter,Ty-Shon Alexander,Damian Jones,E'Twaun Moore,Dario Šarić,Jalen Smith,Buddy Hield,Harrison Barnes,Marvin Bagley III,De'Aaron Fox,Richaun Holmes,Tyrese Haliburton,Cory Joseph,Glenn Robinson III,Nemanja Bjelica,Hassan Whiteside,Kyle Guy,Jahmi'us Ramsey,Robert Woodard II,Justin James,Jabari Parker,Team Totals,Team Totals,,
5,20201231,UTA,W,106,95,4,1,W 3,PHO,2021,False,95.8,.589,14.5,12.2,.083,110.7,95.8,.488,13.2,21.7,.155,99.2,Jae Crowder,Mikal Bridges,Devin Booker,Chris Paul,Deandre Ayton,Cameron Payne,Dario Šarić,Cameron Johnson,Jevon Carter,Langston Galloway,Frank Kaminsky,Ty-Shon Alexander,Damian Jones,E'Twaun Moore,Team Totals,Donovan Mitchell,Mike Conley,Royce O'Neale,Rudy Gobert,Bojan Bogdanović,Joe Ingles,Jordan Clarkson,Derrick Favors,Georges Niang,Udoka Azubuike,Shaquille Harrison,Elijah Hughes,Juwan Morgan,Miye Oni,Team Totals,,,,
6,20210101,DEN,W,106,103,5,1,W 4,PHO,2021,False,93.1,.572,16.6,21.1,.250,113.9,93.1,.523,11.4,21.6,.151,110.7,Deandre Ayton,Mikal Bridges,Devin Booker,Chris Paul,Jae Crowder,Cameron Johnson,Cameron Payne,Jevon Carter,Frank Kaminsky,Langston Galloway,Ty-Shon Alexander,Damian Jones,E'Twaun Moore,Dario Šarić,Team Totals,Jamal Murray,Will Barton,Gary Harris,Nikola Jokić,Paul Millsap,Monte Morris,PJ Dozier,JaMychal Green,Isaiah Hartenstein,Facundo Campazzo,R.J. Hampton,Bol Bol,Vlatko Čančar,Markus Howard,Zeke Nnaji,Team Totals,,,
7,20210103,LAC,L,107,112,5,2,L 1,PHO,2021,False,92.0,.560,13.8,19.4,.307,116.4,92.0,.584,9.9,19.5,.181,121.8,Devin Booker,Mikal Bridges,Chris Paul,Jae Crowder,Deandre Ayton,Cameron Johnson,Dario Šarić,Cameron Payne,Langston Galloway,Jevon Carter,Ty-Shon Alexander,Damian Jones,Frank Kaminsky,E'Twaun Moore,Team Totals,Paul George,Kawhi Leonard,Nicolas Batum,Patrick Beverley,Serge Ibaka,Luke Kennard,Ivica Zubac,Lou Williams,Reggie Jackson,Amir Coffey,Mfiondu Kabengele,Terance Mann,Marcus Morris,Daniel Oturu,Patrick Patterson,Team Totals,,,
8,20210106,TOR,W,123,115,6,2,W 1,PHO,2021,False,94.6,.608,11.4,20.0,.265,130.0,94.6,.582,11.4,23.3,.291,121.5,Jae Crowder,Devin Booker,Chris Paul,Deandre Ayton,Mikal Bridges,Cameron Johnson,Jevon Carter,Dario Šarić,Cameron Payne,Langston Galloway,Damian Jones,Frank Kaminsky,E'Twaun Moore,Abdel Nader,Jalen Smith,Fred VanVleet,Kyle Lowry,Pascal Siakam,OG Anunoby,Aron Baynes,Norman Powell,Yuta Watanabe,Chris Boucher,Alex Len,Malachi Flynn,DeAndre' Bembry,Terence Davis,Stanley Johnson,Matt Thomas,Paul Watson,Team Totals,Team Totals,,
9,20210108,DET,L,105,110,6,3,L 1,PHO,2021,False,97.4,.544,17.8,19.6,.066,97.6,97.4,.472,14.2,18.0,.278,102.3,Devin Booker,Chris Paul,Deandre Ayton,Mikal Bridges,Jae Crowder,Dario Šarić,Cameron Johnson,Cameron Payne,Jevon Carter,Langston Galloway,Ty-Shon Alexander,Damian Jones,Frank Kaminsky,E'Twaun Moore,Abdel Nader,Jerami Grant,Blake Griffin,Delon Wright,Mason Plumlee,Josh Jackson,Saddiq Bey,Derrick Rose,Svi Mykhailiuk,Jahlil Okafor,Frank Jackson,Isaiah Stewart,Sekou Doumbouya,Wayne Ellington,Saben Lee,Rodney McGruder,Team Totals,Team Totals,,
10,20210109,IND,W,125,117,7,3,W 1,PHO,2021,False,98.5,.574,2.9,9.3,.181,126.9,98.5,.543,8.9,26.5,.185,118.8,Devin Booker,Mikal Bridges,Deandre Ayton,Chris Paul,Jae Crowder,Cameron Johnson,Dario Šarić,Jevon Carter,Langston Galloway,Ty-Shon Alexander,Damian Jones,Frank Kaminsky,E'Twaun Moore,Abdel Nader,Cameron Payne,Domantas Sabonis,Malcolm Brogdon,Myles Turner,Victor Oladipo,Aaron Holiday,Justin Holiday,Doug McDermott,JaKarr Sampson,Edmond Sumner,Cassius Stanley,Kelan Martin,T.J. McConnell,Team Totals,,,,Team Totals,,
