G,Date,Opponent,Unnamed: 7,Tm,Opp,W,L,Streak,Team,Year,Is_Playoffs,Team_Pace,Team_eFG%,Team_TOV%,Team_ORB%,Team_FT/FGA,Team_ORtg,Opponent_Pace,Opponent_eFG%,Opponent_TOV%,Opponent_ORB%,Opponent_FT/FGA,Opponent_ORtg,Team_Player1_Starters,Team_Player2_Starters,Team_Player3_Starters,Team_Player4_Starters,Team_Player5_Starters,Team_Player6_Starters,Team_Player7_Starters,Team_Player8_Starters,Team_Player9_Starters,Team_Player10_Starters,Team_Player11_Starters,Team_Player12_Starters,Team_Player13_Starters,Team_Player14_Starters,Opponent_Player1_Starters,Opponent_Player2_Starters,Opponent_Player3_Starters,Opponent_Player4_Starters,Opponent_Player5_Starters,Opponent_Player6_Starters,Opponent_Player7_Starters,Opponent_Player8_Starters,Opponent_Player9_Starters,Opponent_Player10_Starters,Opponent_Player11_Starters,Opponent_Player12_Starters,Opponent_Player13_Starters,Opponent_Player14_Starters,Opponent_Player15_Starters,Opponent_Player16_Starters,Team_Player15_Starters,Team_Player16_Starters,Opponent_Player17_Starters,Opponent_Player18_Starters,Team_Player17_Starters,Team_Player18_Starters,Team_Player19_Starters
33,20221223,DEN,L,107,120,17,16,L 3,POR,2023,False,97.7,.500,12.5,27.7,.230,109.6,97.7,.642,10.6,11.8,.198,122.9,Anfernee Simons,Damian Lillard,Jerami Grant,Josh Hart,Jusuf Nurkić,Drew Eubanks,Keon Johnson,Shaedon Sharpe,Trendon Watford,Greg Brown III,Gary Payton II,Jabari Walker,Team Totals,,Jamal Murray,Nikola Jokić,Kentavious Caldwell-Pope,Aaron Gordon,Michael Porter Jr.,Bruce Brown,Bones Hyland,Jeff Green,Zeke Nnaji,Christian Braun,Vlatko Čančar,DeAndre Jordan,Davon Reed,Ish Smith,Peyton Watson,Team Totals,,,,,,,
34,20221226,CHO,W,124,113,18,16,W 1,POR,2023,False,102.6,.581,13.2,27.0,.279,120.9,102.6,.456,10.2,31.0,.184,110.1,Anfernee Simons,Josh Hart,Damian Lillard,Jerami Grant,Jusuf Nurkić,Keon Johnson,Trendon Watford,Drew Eubanks,Shaedon Sharpe,Greg Brown III,Jabari Walker,Gary Payton II,Team Totals,,Terry Rozier,LaMelo Ball,Gordon Hayward,P.J. Washington,Mason Plumlee,Kelly Oubre Jr.,Mark Williams,Jalen McDaniels,Théo Maledon,James Bouknight,Kai Jones,JT Thor,Team Totals,,,,,,,,,,
35,20221230,GSW,L,112,118,18,17,L 1,POR,2023,False,95.5,.527,13.7,37.0,.176,117.3,95.5,.555,11.5,34.7,.187,123.5,Damian Lillard,Josh Hart,Jerami Grant,Anfernee Simons,Drew Eubanks,Shaedon Sharpe,Trendon Watford,Jabari Walker,Ibou Badji,John Butler,Gary Payton II,Justise Winslow,Team Totals,,Klay Thompson,Jordan Poole,Donte DiVincenzo,Draymond Green,Kevon Looney,Jonathan Kuminga,Ty Jerome,Anthony Lamb,Moses Moody,Patrick Baldwin Jr.,James Wiseman,Team Totals,,,,,,,,,,,
36,20230102,DET,W,135,106,19,17,W 1,POR,2023,False,110.0,.655,15.3,14.3,.298,122.7,110.0,.451,17.3,19.1,.390,96.3,Anfernee Simons,Damian Lillard,Josh Hart,Jerami Grant,Jusuf Nurkić,Drew Eubanks,Shaedon Sharpe,Jabari Walker,Gary Payton II,Trendon Watford,Keon Johnson,Greg Brown III,Team Totals,,Isaiah Stewart,Saddiq Bey,Jaden Ivey,Bojan Bogdanović,Jalen Duren,Alec Burks,Cory Joseph,Hamidou Diallo,Rodney McGruder,Kevin Knox,Marvin Bagley III,Nerlens Noel,Killian Hayes,Team Totals,,,,,,,,,
37,20230104,MIN,L,106,113,19,18,L 1,POR,2023,False,95.8,.500,16.1,32.4,.413,110.7,95.8,.572,14.0,22.9,.342,118.0,Damian Lillard,Josh Hart,Jerami Grant,Anfernee Simons,Jusuf Nurkić,Shaedon Sharpe,Drew Eubanks,Jabari Walker,Keon Johnson,Ibou Badji,Greg Brown III,Trendon Watford,Team Totals,,Anthony Edwards,Rudy Gobert,Kyle Anderson,Jaden McDaniels,D'Angelo Russell,Austin Rivers,Jaylen Nowell,Taurean Prince,Luka Garza,Nathan Knight,Josh Minott,Wendell Moore Jr.,Naz Reid,Matt Ryan,Team Totals,,,,,,,,
38,20230106,IND,L,99,108,19,19,L 2,POR,2023,False,104.4,.452,15.1,24.5,.149,94.8,104.4,.494,12.7,9.1,.298,103.4,Anfernee Simons,Jerami Grant,Damian Lillard,Josh Hart,Jusuf Nurkić,Shaedon Sharpe,Drew Eubanks,Jabari Walker,Keon Johnson,Greg Brown III,John Butler,Trendon Watford,Team Totals,,Andrew Nembhard,Tyrese Haliburton,Buddy Hield,Myles Turner,Aaron Nesmith,Bennedict Mathurin,Oshae Brissett,T.J. McConnell,Isaiah Jackson,Chris Duarte,Goga Bitadze,James Johnson,Terry Taylor,Team Totals,,,,,,,,,
39,20230108,TOR,L,105,117,19,20,L 3,POR,2023,False,99.9,.507,20.6,26.3,.368,105.1,99.9,.505,8.8,28.9,.275,117.1,Anfernee Simons,Damian Lillard,Jerami Grant,Josh Hart,Jusuf Nurkić,Shaedon Sharpe,Jabari Walker,Drew Eubanks,Keon Johnson,Trendon Watford,Greg Brown III,John Butler,Team Totals,,Pascal Siakam,Gary Trent Jr.,Fred VanVleet,OG Anunoby,Scottie Barnes,Christian Koloko,Malachi Flynn,Juancho Hernangómez,Precious Achiuwa,Chris Boucher,Thaddeus Young,Khem Birch,Jeff Dowtin,Joe Wieskamp,Team Totals,,,,,,,,
41,20230112,CLE,L,113,119,19,22,L 5,POR,2023,False,100.0,.583,15.8,13.5,.282,113.0,100.0,.534,9.7,27.9,.270,119.0,Damian Lillard,Jerami Grant,Josh Hart,Anfernee Simons,Jusuf Nurkić,Shaedon Sharpe,Gary Payton II,Drew Eubanks,Jabari Walker,Greg Brown III,Keon Johnson,Trendon Watford,Team Totals,,Jarrett Allen,Donovan Mitchell,Darius Garland,Isaac Okoro,Evan Mobley,Caris LeVert,Kevin Love,Lamar Stevens,Ricky Rubio,Cedi Osman,Robin Lopez,Raul Neto,Team Totals,,,,,,,,,,
42,20230114,DAL,W,136,119,20,22,W 1,POR,2023,False,97.3,.653,10.9,30.3,.239,139.8,97.3,.659,10.9,5.1,.134,122.3,Jerami Grant,Anfernee Simons,Damian Lillard,Josh Hart,Jusuf Nurkić,Shaedon Sharpe,Drew Eubanks,Gary Payton II,Jabari Walker,Keon Johnson,Trendon Watford,Greg Brown III,Team Totals,,Luka Dončić,Spencer Dinwiddie,Tim Hardaway Jr.,Reggie Bullock,Dwight Powell,Frank Ntilikina,Dāvis Bertāns,Theo Pinson,Jaden Hardy,JaVale McGee,A.J. Lawson,McKinley Wright IV,Team Totals,,,,,,,,,,
43,20230115,DAL,W,140,123,21,22,W 2,POR,2023,False,98.0,.606,7.2,23.5,.435,142.9,98.0,.539,8.0,28.3,.303,125.6,Damian Lillard,Anfernee Simons,Josh Hart,Jerami Grant,Jusuf Nurkić,Shaedon Sharpe,Drew Eubanks,Nassir Little,Gary Payton II,Jabari Walker,Greg Brown III,Keon Johnson,Trendon Watford,Team Totals,Christian Wood,Spencer Dinwiddie,Reggie Bullock,Frank Ntilikina,Dwight Powell,Dāvis Bertāns,Jaden Hardy,Theo Pinson,McKinley Wright IV,A.J. Lawson,Team Totals,,,,,,,,,,,,
44,20230117,DEN,L,113,122,21,23,L 1,POR,2023,False,98.9,.536,12.1,13.9,.289,114.2,98.9,.563,10.7,26.8,.261,123.3,Anfernee Simons,Damian Lillard,Jerami Grant,Josh Hart,Jusuf Nurkić,Gary Payton II,Shaedon Sharpe,Drew Eubanks,Nassir Little,Jabari Walker,Keon Johnson,Trendon Watford,Greg Brown III,Team Totals,Nikola Jokić,Kentavious Caldwell-Pope,Aaron Gordon,Michael Porter Jr.,Jamal Murray,Bruce Brown,Vlatko Čančar,Bones Hyland,Zeke Nnaji,Davon Reed,Christian Braun,Jack White,DeAndre Jordan,Ish Smith,Team Totals,,,,,,,,
46,20230122,LAL,L,112,121,21,25,L 3,POR,2023,False,97.4,.529,11.0,21.2,.244,115.0,97.4,.581,11.7,27.0,.244,124.2,Damian Lillard,Anfernee Simons,Jerami Grant,Josh Hart,Jusuf Nurkić,Drew Eubanks,Shaedon Sharpe,Gary Payton II,Nassir Little,Greg Brown III,Keon Johnson,Jabari Walker,Trendon Watford,Team Totals,Dennis Schröder,LeBron James,Thomas Bryant,Troy Brown Jr.,Patrick Beverley,Russell Westbrook,Max Christie,Kendrick Nunn,Wenyen Gabriel,Juan Toscano-Anderson,Damian Jones,Lonnie Walker IV,Team Totals,,,,,,,,,,
47,20230123,SAS,W,147,127,22,25,W 1,POR,2023,False,100.8,.707,9.0,23.5,.185,145.9,100.8,.594,12.9,33.3,.222,126.0,Damian Lillard,Anfernee Simons,Jerami Grant,Jusuf Nurkić,Josh Hart,Shaedon Sharpe,Nassir Little,Gary Payton II,Drew Eubanks,Trendon Watford,Keon Johnson,Greg Brown III,Jabari Walker,John Butler,Keldon Johnson,Jeremy Sochan,Romeo Langford,Tre Jones,Jakob Poeltl,Malaki Branham,Zach Collins,Josh Richardson,Stanley Johnson,Doug McDermott,Keita Bates-Diop,Isaiah Roby,Gorgui Dieng,Team Totals,,,Team Totals,,,,,,
48,20230125,UTA,W,134,124,23,25,W 2,POR,2023,False,99.6,.669,9.4,18.2,.169,134.5,99.6,.633,11.9,18.6,.111,124.5,Jerami Grant,Damian Lillard,Anfernee Simons,Jusuf Nurkić,Josh Hart,Nassir Little,Drew Eubanks,Shaedon Sharpe,Gary Payton II,Trendon Watford,Greg Brown III,John Butler,Keon Johnson,Jabari Walker,Lauri Markkanen,Mike Conley,Jordan Clarkson,Malik Beasley,Walker Kessler,Jarred Vanderbilt,Collin Sexton,Rudy Gay,Talen Horton-Tucker,Ochai Agbaji,Udoka Azubuike,Nickeil Alexander-Walker,Leandro Bolmaro,Simone Fontecchio,Team Totals,,Team Totals,,,,,,
49,20230128,TOR,L,105,123,23,26,L 1,POR,2023,False,91.4,.572,12.2,9.1,.237,114.9,91.4,.576,7.4,38.5,.185,134.6,Jerami Grant,Anfernee Simons,Damian Lillard,Nassir Little,Drew Eubanks,Trendon Watford,Shaedon Sharpe,Gary Payton II,Jabari Walker,Keon Johnson,John Butler,Josh Hart,Team Totals,,Fred VanVleet,Pascal Siakam,Scottie Barnes,Gary Trent Jr.,Precious Achiuwa,Chris Boucher,Juancho Hernangómez,Malachi Flynn,Thaddeus Young,Ron Harper Jr.,Christian Koloko,Jeff Dowtin,Khem Birch,Team Totals,,,,,,,,,
50,20230130,ATL,W,129,125,24,26,W 1,POR,2023,False,93.7,.665,8.1,9.7,.304,137.7,93.7,.537,6.1,37.0,.255,133.5,Damian Lillard,Jerami Grant,Josh Hart,Anfernee Simons,Jusuf Nurkić,Shaedon Sharpe,Drew Eubanks,Gary Payton II,Nassir Little,John Butler,Keon Johnson,Jabari Walker,Trendon Watford,Team Totals,Dejounte Murray,John Collins,De'Andre Hunter,Clint Capela,Aaron Holiday,Bogdan Bogdanović,AJ Griffin,Onyeka Okongwu,Trent Forrest,Justin Holiday,Jalen Johnson,Frank Kaminsky,Vit Krejci,Team Totals,,,,,,,,,
51,20230201,MEM,W,122,112,25,26,W 2,POR,2023,False,98.9,.552,11.6,22.0,.299,123.4,98.9,.523,11.6,27.3,.241,113.3,Damian Lillard,Anfernee Simons,Josh Hart,Jerami Grant,Jusuf Nurkić,Gary Payton II,Drew Eubanks,Trendon Watford,Shaedon Sharpe,Nassir Little,Jabari Walker,John Butler,Keon Johnson,Team Totals,Dillon Brooks,Ja Morant,Jaren Jackson Jr.,Xavier Tillman Sr.,Desmond Bane,Ziaire Williams,Santi Aldama,Tyus Jones,Brandon Clarke,Danny Green,Kennedy Chandler,Jake LaRavia,Kenneth Lofton Jr.,David Roddy,Team Totals,,,,,,,,
52,20230203,WAS,W,124,116,26,26,W 3,POR,2023,False,92.2,.585,6.7,25.6,.239,134.5,92.2,.571,10.5,25.0,.238,125.8,Damian Lillard,Josh Hart,Anfernee Simons,Jerami Grant,Drew Eubanks,Trendon Watford,Shaedon Sharpe,Nassir Little,Jabari Walker,John Butler,Keon Johnson,Gary Payton II,Team Totals,,Kyle Kuzma,Kristaps Porziņģis,Bradley Beal,Monte Morris,Daniel Gafford,Delon Wright,Corey Kispert,Kendrick Nunn,Deni Avdija,Will Barton,Taj Gibson,Jordan Goodwin,Team Totals,,,,,,,,,,
53,20230204,CHI,L,121,129,26,27,L 1,POR,2023,False,96.2,.586,8.6,16.7,.218,125.8,96.2,.675,11.7,18.8,.263,134.2,Damian Lillard,Jerami Grant,Anfernee Simons,Josh Hart,Drew Eubanks,Trendon Watford,Shaedon Sharpe,Gary Payton II,Nassir Little,John Butler,Keon Johnson,Jabari Walker,Team Totals,,DeMar DeRozan,Zach LaVine,Nikola Vučević,Patrick Williams,Ayo Dosunmu,Coby White,Derrick Jones Jr.,Andre Drummond,Goran Dragić,Dalen Terry,Tony Bradley,Team Totals,,,,,,,,,,,
54,20230206,MIL,L,108,127,26,28,L 2,POR,2023,False,106.5,.456,8.0,2.0,.275,101.4,106.5,.632,14.3,20.6,.195,119.2,Jerami Grant,Anfernee Simons,Damian Lillard,Josh Hart,Drew Eubanks,Shaedon Sharpe,Trendon Watford,Gary Payton II,Nassir Little,Jabari Walker,John Butler,Greg Brown III,Team Totals,,Jrue Holiday,Brook Lopez,Grayson Allen,Giannis Antetokounmpo,Pat Connaughton,Wesley Matthews,Khris Middleton,Jevon Carter,Joe Ingles,MarJon Beauchamp,Sandro Mamukelashvili,Thanasis Antetokounmpo,Team Totals,,,,,,,,,,
55,20230208,GSW,W,125,122,27,28,W 1,POR,2023,False,99.2,.603,18.6,35.3,.397,126.0,99.2,.582,9.8,22.2,.093,122.9,Jerami Grant,Damian Lillard,Anfernee Simons,Gary Payton II,Drew Eubanks,Trendon Watford,Nassir Little,Shaedon Sharpe,Jabari Walker,Greg Brown III,John Butler,Josh Hart,Team Totals,,Klay Thompson,Andrew Wiggins,Jordan Poole,Draymond Green,Kevon Looney,Donte DiVincenzo,Jonathan Kuminga,Ty Jerome,JaMychal Green,Moses Moody,James Wiseman,Team Totals,,,,,,,,,,,
57,20230213,LAL,W,127,115,28,29,W 1,POR,2023,False,100.2,.593,6.4,16.0,.124,126.8,100.2,.505,11.1,29.2,.200,114.8,Damian Lillard,Anfernee Simons,Matisse Thybulle,Drew Eubanks,Cam Reddish,Nassir Little,Shaedon Sharpe,Trendon Watford,Jabari Walker,Kevin Knox,Keon Johnson,Ryan Arcidiacono,John Butler,Team Totals,Anthony Davis,Dennis Schröder,D'Angelo Russell,Rui Hachimura,Troy Brown Jr.,Austin Reaves,Jarred Vanderbilt,Malik Beasley,Lonnie Walker IV,Wenyen Gabriel,Max Christie,Davon Reed,Mo Bamba,Team Totals,,,,,,,,,
58,20230214,WAS,L,101,126,28,30,L 1,POR,2023,False,96.4,.488,11.1,23.5,.198,104.8,96.4,.677,15.3,16.7,.241,130.7,Damian Lillard,Cam Reddish,Matisse Thybulle,Drew Eubanks,Anfernee Simons,Shaedon Sharpe,Nassir Little,Trendon Watford,Jabari Walker,Kevin Knox,Ryan Arcidiacono,Keon Johnson,John Butler,Team Totals,Kyle Kuzma,Bradley Beal,Kristaps Porziņģis,Monte Morris,Daniel Gafford,Delon Wright,Corey Kispert,Deni Avdija,Kendrick Nunn,Taj Gibson,Johnny Davis,Quenton Jackson,Vernon Carey Jr.,Anthony Gill,Team Totals,,,,,,,,
59,20230223,SAC,L,116,133,28,31,L 2,POR,2023,False,102.1,.548,11.5,19.6,.151,113.6,102.1,.635,15.4,33.3,.294,130.3,Cam Reddish,Ryan Arcidiacono,Nassir Little,Matisse Thybulle,Drew Eubanks,Shaedon Sharpe,Trendon Watford,Keon Johnson,Jabari Walker,Kevin Knox,John Butler,Team Totals,,,Domantas Sabonis,Kevin Huerter,De'Aaron Fox,Keegan Murray,Harrison Barnes,Davion Mitchell,Malik Monk,Trey Lyles,Terence Davis,Chimezie Metu,Kessler Edwards,Richaun Holmes,Matthew Dellavedova,Alex Len,Team Totals,,,,,,,,
60,20230226,HOU,W,131,114,29,31,W 1,POR,2023,False,100.6,.675,13.2,16.7,.351,130.3,100.6,.485,11.2,36.7,.170,113.4,Damian Lillard,Matisse Thybulle,Jerami Grant,Cam Reddish,Drew Eubanks,Trendon Watford,Nassir Little,Shaedon Sharpe,Jabari Walker,Keon Johnson,Kevin Knox,Team Totals,,,Jabari Smith Jr.,KJ Martin,TyTy Washington Jr.,Jae'Sean Tate,Alperen Sengun,Daishen Nix,Tari Eason,Josh Christopher,Usman Garuba,Boban Marjanović,Darius Days,Trevor Hudgins,Frank Kaminsky,Team Totals,,,,,,,,,
61,20230228,GSW,L,105,123,29,32,L 1,POR,2023,False,98.6,.500,12.0,20.9,.221,106.5,98.6,.604,15.5,33.3,.143,124.7,Jerami Grant,Damian Lillard,Cam Reddish,Drew Eubanks,Matisse Thybulle,Shaedon Sharpe,Trendon Watford,Nassir Little,Keon Johnson,Kevin Knox,Jabari Walker,Team Totals,,,Klay Thompson,Donte DiVincenzo,Jordan Poole,Draymond Green,Kevon Looney,Anthony Lamb,Jonathan Kuminga,Ty Jerome,Patrick Baldwin Jr.,JaMychal Green,Moses Moody,Ryan Rollins,Team Totals,,,,,,,,,,
63,20230303,ATL,L,111,129,29,34,L 3,POR,2023,False,102.5,.546,15.8,21.4,.184,108.3,102.5,.637,14.8,28.6,.143,125.9,Jerami Grant,Damian Lillard,Cam Reddish,Matisse Thybulle,Drew Eubanks,Shaedon Sharpe,Trendon Watford,Nassir Little,Jabari Walker,Keon Johnson,Kevin Knox,Team Totals,,,Dejounte Murray,De'Andre Hunter,Trae Young,Clint Capela,John Collins,Saddiq Bey,Bogdan Bogdanović,Onyeka Okongwu,Jalen Johnson,Aaron Holiday,AJ Griffin,Bruno Fernando,Vit Krejci,Garrison Mathews,Team Totals,,,,,,,,
65,20230306,DET,W,110,104,31,34,W 2,POR,2023,False,93.9,.583,11.0,12.2,.244,117.2,93.9,.523,14.4,32.7,.163,110.8,Cam Reddish,Jerami Grant,Damian Lillard,Matisse Thybulle,Drew Eubanks,Trendon Watford,Shaedon Sharpe,Nassir Little,Keon Johnson,Kevin Knox,Jabari Walker,Team Totals,,,Isaiah Livers,Marvin Bagley III,Jaden Ivey,James Wiseman,Alec Burks,Cory Joseph,Hamidou Diallo,R.J. Hampton,Jared Rhoden,Eugene Omoruyi,Buddy Boeheim,Killian Hayes,Team Totals,,,,,,,,,,
66,20230308,BOS,L,93,115,31,35,L 1,POR,2023,False,101.6,.433,14.6,13.0,.268,91.5,101.6,.580,10.2,10.9,.148,113.2,Cam Reddish,Jerami Grant,Damian Lillard,Matisse Thybulle,Jusuf Nurkić,Shaedon Sharpe,Trendon Watford,Nassir Little,Drew Eubanks,Keon Johnson,Jabari Walker,Kevin Knox,Team Totals,,Derrick White,Jayson Tatum,Jaylen Brown,Al Horford,Marcus Smart,Sam Hauser,Malcolm Brogdon,Blake Griffin,Grant Williams,Luke Kornet,JD Davison,Mike Muscala,Team Totals,,,,,,,,,,
70,20230317,BOS,L,112,126,31,39,L 5,POR,2023,False,101.1,.570,17.0,19.0,.278,110.8,101.1,.557,15.0,38.3,.333,124.6,Anfernee Simons,Damian Lillard,Trendon Watford,Jusuf Nurkić,Matisse Thybulle,Cam Reddish,Drew Eubanks,Shaedon Sharpe,Kevin Knox,Jabari Walker,Ryan Arcidiacono,Keon Johnson,John Butler,Team Totals,Jaylen Brown,Jayson Tatum,Marcus Smart,Derrick White,Al Horford,Sam Hauser,Luke Kornet,Grant Williams,Blake Griffin,JD Davison,Mike Muscala,Team Totals,,,,,,,,,,,
71,20230319,LAC,L,102,117,31,40,L 6,POR,2023,False,93.1,.488,13.9,26.2,.268,109.5,93.1,.521,8.8,38.3,.202,125.6,Damian Lillard,Anfernee Simons,Jusuf Nurkić,Matisse Thybulle,Cam Reddish,Trendon Watford,Nassir Little,Shaedon Sharpe,Drew Eubanks,Ryan Arcidiacono,John Butler,Keon Johnson,Kevin Knox,Jabari Walker,Kawhi Leonard,Paul George,Ivica Zubac,Russell Westbrook,Marcus Morris,Eric Gordon,Nicolas Batum,Terance Mann,Mason Plumlee,Amir Coffey,Robert Covington,Moussa Diabaté,Bones Hyland,Team Totals,,,Team Totals,,,,,,
72,20230322,UTA,W,127,115,32,40,W 1,POR,2023,False,106.1,.554,7.8,14.9,.258,119.7,106.1,.543,14.8,16.3,.317,108.4,Shaedon Sharpe,Trendon Watford,Damian Lillard,Jusuf Nurkić,Matisse Thybulle,Kevin Knox,Cam Reddish,Ryan Arcidiacono,Drew Eubanks,John Butler,Keon Johnson,Jabari Walker,Team Totals,,Lauri Markkanen,Ochai Agbaji,Kelly Olynyk,Talen Horton-Tucker,Walker Kessler,Kris Dunn,Simone Fontecchio,Udoka Azubuike,Johnny Juzang,Juan Toscano-Anderson,Rudy Gay,Jarrell Brantley,Damian Jones,Team Totals,,,,,,,,,
73,20230324,CHI,L,96,124,32,41,L 1,POR,2023,False,95.9,.465,13.0,18.2,.186,100.1,95.9,.673,15.9,32.4,.131,129.3,Shaedon Sharpe,Trendon Watford,Drew Eubanks,Ryan Arcidiacono,Matisse Thybulle,Keon Johnson,Jabari Walker,Cam Reddish,Kevin Knox,Nassir Little,John Butler,Team Totals,,,Nikola Vučević,Zach LaVine,Patrick Williams,Patrick Beverley,Alex Caruso,Coby White,Derrick Jones Jr.,Ayo Dosunmu,Dalen Terry,Andre Drummond,Javonte Green,Team Totals,,,,,,,,,,,
76,20230329,SAC,L,80,120,32,44,L 4,POR,2023,False,101.3,.371,12.5,14.0,.118,79.0,101.3,.554,8.9,21.3,.196,118.5,Shaedon Sharpe,Nassir Little,Kevin Knox,Matisse Thybulle,Drew Eubanks,Jabari Walker,John Butler,Ryan Arcidiacono,Keon Johnson,Cam Reddish,Trendon Watford,Team Totals,,,De'Aaron Fox,Harrison Barnes,Domantas Sabonis,Keegan Murray,Kevin Huerter,Malik Monk,Trey Lyles,Davion Mitchell,Alex Len,Kessler Edwards,Terence Davis,Richaun Holmes,PJ Dozier,Chimezie Metu,Matthew Dellavedova,Team Totals,,,,,,,
77,20230331,SAC,L,114,138,32,45,L 5,POR,2023,False,100.9,.582,17.4,21.4,.176,113.0,100.9,.722,12.1,25.0,.125,136.8,Shaedon Sharpe,Skylar Mays,Drew Eubanks,Matisse Thybulle,Trendon Watford,Kevin Knox,Shaquille Harrison,Jabari Walker,John Butler,Nassir Little,Cam Reddish,Team Totals,,,Domantas Sabonis,Harrison Barnes,Keegan Murray,De'Aaron Fox,Kevin Huerter,Malik Monk,Davion Mitchell,Kessler Edwards,Trey Lyles,Alex Len,Terence Davis,PJ Dozier,Richaun Holmes,Chimezie Metu,Team Totals,,,,,,,,
78,20230402,MIN,W,107,105,33,45,W 1,POR,2023,False,98.8,.511,8.9,21.6,.129,108.3,98.8,.551,16.8,18.4,.228,106.3,Shaedon Sharpe,Matisse Thybulle,Skylar Mays,Drew Eubanks,Trendon Watford,Kevin Knox,Jabari Walker,Shaquille Harrison,John Butler,Jeenathan Williams,Cam Reddish,Team Totals,,,Anthony Edwards,Jaden McDaniels,Mike Conley,Rudy Gobert,Karl-Anthony Towns,Kyle Anderson,Taurean Prince,Jordan McLaughlin,Nickeil Alexander-Walker,Luka Garza,Nathan Knight,Josh Minott,Wendell Moore Jr.,Matt Ryan,Team Totals,,,,,,,,
79,20230404,MEM,L,109,119,33,46,L 1,POR,2023,False,99.3,.505,8.7,24.1,.113,109.7,99.3,.586,11.0,18.2,.195,119.8,Skylar Mays,Drew Eubanks,Shaedon Sharpe,Jeenathan Williams,Kevin Knox,Shaquille Harrison,John Butler,Jabari Walker,Justin Minaya,Cam Reddish,Trendon Watford,Team Totals,,,Desmond Bane,Ja Morant,Luke Kennard,Jaren Jackson Jr.,Xavier Tillman Sr.,David Roddy,Santi Aldama,Tyus Jones,John Konchar,Kenneth Lofton Jr.,Kennedy Chandler,Vince Williams Jr.,Team Totals,,,,,,,,,,
80,20230406,SAS,L,127,129,33,47,L 2,POR,2023,False,108.1,.583,13.3,21.6,.156,117.4,108.1,.491,11.3,39.1,.236,119.3,John Butler,Jeenathan Williams,Drew Eubanks,Skylar Mays,Trendon Watford,Justin Minaya,Jabari Walker,Shaquille Harrison,Kevin Knox,Cam Reddish,Shaedon Sharpe,Team Totals,,,Keldon Johnson,Tre Jones,Zach Collins,Keita Bates-Diop,Malaki Branham,Julian Champagnie,Sandro Mamukelashvili,Romeo Langford,Blake Wesley,Dominick Barlow,Gorgui Dieng,Devin Vassell,Team Totals,,,,,,,,,,
81,20230408,LAC,L,125,136,33,48,L 3,POR,2023,False,101.5,.607,9.2,15.6,.191,123.2,101.5,.591,10.2,32.5,.280,134.1,Shaedon Sharpe,Kevin Knox,Skylar Mays,Trendon Watford,Jeenathan Williams,Shaquille Harrison,Jabari Walker,John Butler,Justin Minaya,Drew Eubanks,Cam Reddish,Team Totals,,,Kawhi Leonard,Russell Westbrook,Nicolas Batum,Ivica Zubac,Eric Gordon,Norman Powell,Terance Mann,Bones Hyland,Robert Covington,Mason Plumlee,Moussa Diabaté,Xavier Moon,Brandon Boston Jr.,Amir Coffey,Jason Preston,Team Totals,,,,,,,
82,20230409,GSW,L,101,157,33,49,L 4,POR,2023,False,109.6,.447,11.7,10.9,.168,92.1,109.6,.745,13.4,27.3,.146,143.2,Skylar Mays,Kevin Knox,Jeenathan Williams,Shaedon Sharpe,Trendon Watford,Justin Minaya,John Butler,Chance Comanche,Jabari Walker,Drew Eubanks,Cam Reddish,Team Totals,,,Stephen Curry,Klay Thompson,Donte DiVincenzo,Kevon Looney,Draymond Green,Moses Moody,Jonathan Kuminga,Gary Payton II,Jordan Poole,JaMychal Green,Lester Quinones,Anthony Lamb,Patrick Baldwin Jr.,Team Totals,,,,,,,,,
2,20221022,LAC,L,109,111,0,2,L 2,SAC,2023,False,97.1,.553,11.1,20.5,.176,112.2,97.1,.562,12.5,14.3,.247,114.3,Domantas Sabonis,Harrison Barnes,De'Aaron Fox,Kevin Huerter,KZ Okpala,Keegan Murray,Davion Mitchell,Malik Monk,Richaun Holmes,Terence Davis,Chimezie Metu,Matthew Dellavedova,Alex Len,Trey Lyles,Paul George,Norman Powell,Reggie Jackson,Ivica Zubac,Marcus Morris,Nicolas Batum,Luke Kennard,Robert Covington,Terance Mann,Amir Coffey,Brandon Boston Jr.,Moses Brown,Moussa Diabaté,Jason Preston,Team Totals,,Chima Moneke,Team Totals,,,,,
3,20221023,GSW,L,125,130,0,3,L 3,SAC,2023,False,108.8,.525,12.6,29.5,.200,114.9,108.8,.598,11.2,13.6,.299,119.5,De'Aaron Fox,Kevin Huerter,Domantas Sabonis,Harrison Barnes,KZ Okpala,Keegan Murray,Malik Monk,Richaun Holmes,Terence Davis,Davion Mitchell,Chimezie Metu,Trey Lyles,Matthew Dellavedova,Alex Len,Andrew Wiggins,Stephen Curry,Draymond Green,Klay Thompson,Kevon Looney,Jordan Poole,James Wiseman,Moses Moody,JaMychal Green,Donte DiVincenzo,Jonathan Kuminga,Ryan Rollins,Patrick Baldwin Jr.,Team Totals,,,Chima Moneke,Team Totals,,,,,
