,G,Date,Opponent,Resultado,Tm,Opp,W,L,Streak,Team,Year,Is_Playoffs,Team_Pace,Team_eFG%,Team_TOV%,Team_ORB%,Team_FT/FGA,Team_ORtg,Opponent_Pace,Opponent_eFG%,Opponent_TOV%,Opponent_ORB%,Opponent_FT/FGA,Opponent_ORtg,Starters_Team,Bench_Team,Starters_Opp,Bench_Opp
3095,56,20230207,BRK,W,116,112,30,26,3,PHO,2023,False,101.4,0.516,12.6,34.0,0.228,114.4,101.4,0.538,15.5,13.5,0.342,110.4,"['Mikal Bridges', 'Deandre Ayton', 'Chris Paul', 'Cameron Johnson', 'Devin Booker']","['Torrey Craig', 'Damion Lee', 'Jock Landale', 'Saben Lee', 'Ish Wainright', 'Dario Šarić', 'Bismack Biyombo', 'Josh Okogie']","['Cam Thomas', 'Nic Claxton', ""Royce O'Neale"", 'Ben Simmons', 'Joe Harris']","['T.J. Warren', 'Patty Mills', 'Edmond Sumner', 'Dru Smith', 'David Duke Jr.', ""Day'Ron Sharpe""]"
3096,57,20230209,ATL,L,107,116,30,27,-1,PHO,2023,False,99.9,0.494,10.0,18.8,0.256,107.1,99.9,0.505,15.1,43.5,0.211,116.1,"['Torrey Craig', 'Chris Paul', 'Deandre Ayton', 'Damion Lee', 'Jock Landale']","['Josh Okogie', 'Ish Wainright', 'Saben Lee', 'Bismack Biyombo', 'Devin Booker', 'Cameron Payne', 'Landry Shamet']","['Trae Young', 'Dejounte Murray', ""De'Andre Hunter"", 'John Collins', 'Clint Capela']","['Onyeka Okongwu', 'Bogdan Bogdanović', 'AJ Griffin', 'Jalen Johnson', 'Trent Forrest', 'Vit Krejci']"
3097,58,20230210,IND,W,117,104,31,27,1,PHO,2023,False,97.9,0.516,14.1,41.3,0.226,119.5,97.9,0.488,13.4,24.4,0.247,106.2,"['Torrey Craig', 'Josh Okogie', 'Chris Paul', 'Deandre Ayton', 'Devin Booker']","['Ish Wainright', 'Damion Lee', 'Saben Lee', 'Jock Landale', 'Bismack Biyombo', 'Cameron Payne', 'Landry Shamet']","['Buddy Hield', 'Andrew Nembhard', 'Tyrese Haliburton', 'Aaron Nesmith', 'Myles Turner']","['Bennedict Mathurin', 'Chris Duarte', 'T.J. McConnell', 'Daniel Theis', 'Isaiah Jackson', 'Jalen Smith', 'Goga Bitadze', 'Oshae Brissett', 'James Johnson', 'Terry Taylor']"
3098,59,20230214,SAC,W,120,109,32,27,2,PHO,2023,False,97.2,0.608,13.6,22.9,0.148,123.4,97.2,0.53,15.4,31.0,0.253,112.1,"['Josh Okogie', 'Chris Paul', 'Deandre Ayton', 'Torrey Craig', 'Devin Booker']","['Damion Lee', 'Ish Wainright', 'Jock Landale', 'T.J. Warren', 'Saben Lee', 'Darius Bazley', 'Bismack Biyombo']","[""De'Aaron Fox"", 'Domantas Sabonis', 'Harrison Barnes', 'Kevin Huerter', 'Keegan Murray']","['Terence Davis', 'Trey Lyles', 'Chimezie Metu', 'Kessler Edwards', 'Davion Mitchell', 'Keon Ellis', 'Matthew Dellavedova', 'Richaun Holmes', 'Alex Len', 'Neemias Queta']"
3099,60,20230216,LAC,L,107,116,32,28,-1,PHO,2023,False,99.3,0.534,12.7,16.7,0.135,107.8,99.3,0.555,13.0,20.5,0.305,116.8,"['Josh Okogie', 'Devin Booker', 'Chris Paul', 'Deandre Ayton', 'Torrey Craig']","['Terrence Ross', 'Bismack Biyombo', 'T.J. Warren', 'Damion Lee', 'Saben Lee', 'Ish Wainright', 'Jock Landale', 'Darius Bazley']","['Paul George', 'Terance Mann', 'Kawhi Leonard', 'Ivica Zubac', 'Marcus Morris']","['Eric Gordon', 'Nicolas Batum', 'Mason Plumlee', 'Bones Hyland', 'Brandon Boston Jr.', 'Moses Brown', 'Amir Coffey', 'Robert Covington', 'Moussa Diabaté', 'Jason Preston']"
3100,62,20230226,MIL,L,101,104,33,29,-1,PHO,2023,False,94.9,0.463,10.3,35.8,0.137,106.4,94.9,0.511,11.1,23.4,0.172,109.6,"['Chris Paul', 'Devin Booker', 'Deandre Ayton', 'Josh Okogie', 'Torrey Craig']","['Ish Wainright', 'Terrence Ross', 'Damion Lee', 'Jock Landale', 'Cameron Payne', 'Darius Bazley', 'Bismack Biyombo', 'Saben Lee', 'T.J. Warren']","['Brook Lopez', 'Jrue Holiday', 'Grayson Allen', 'Jevon Carter', 'Bobby Portis']","['Joe Ingles', 'Khris Middleton', 'Jae Crowder', 'Pat Connaughton', 'Meyers Leonard', 'Thanasis Antetokounmpo', 'MarJon Beauchamp', 'A.J. Green']"
3101,63,20230301,CHO,W,105,91,34,29,1,PHO,2023,False,101.0,0.522,12.0,12.2,0.135,104.0,101.0,0.415,12.2,21.8,0.205,90.1,"['Josh Okogie', 'Deandre Ayton', 'Devin Booker', 'Chris Paul', 'Kevin Durant']","['Cameron Payne', 'Torrey Craig', 'Jock Landale', 'Damion Lee', 'T.J. Warren', 'Ish Wainright', 'Darius Bazley', 'Bismack Biyombo', 'Saben Lee']","['Terry Rozier', 'Kelly Oubre Jr.', 'Gordon Hayward', 'JT Thor', 'Mark Williams']","['Dennis Smith Jr.', 'Nick Richards', 'Bryce McGowens', 'Kai Jones', 'Cody Martin', 'Svi Mykhailiuk', 'P.J. Washington']"
3102,64,20230303,CHI,W,125,104,35,29,2,PHO,2023,False,90.1,0.619,10.4,34.2,0.25,138.8,90.1,0.512,8.7,24.3,0.229,115.4,"['Devin Booker', 'Josh Okogie', 'Kevin Durant', 'Chris Paul', 'Deandre Ayton']","['Torrey Craig', 'Jock Landale', 'Cameron Payne', 'Damion Lee', 'Darius Bazley', 'Saben Lee', 'Ish Wainright', 'Bismack Biyombo', 'T.J. Warren']","['Zach LaVine', 'DeMar DeRozan', 'Nikola Vučević', 'Patrick Beverley', 'Patrick Williams']","['Coby White', 'Alex Caruso', 'Ayo Dosunmu', 'Andre Drummond', 'Derrick Jones Jr.', 'Terry Taylor', 'Dalen Terry']"
3103,65,20230305,DAL,W,130,126,36,29,3,PHO,2023,False,96.8,0.618,8.3,25.7,0.225,134.3,96.8,0.591,9.6,13.5,0.455,130.2,"['Kevin Durant', 'Devin Booker', 'Deandre Ayton', 'Chris Paul', 'Josh Okogie']","['Cameron Payne', 'Ish Wainright', 'Terrence Ross', 'Torrey Craig', 'Jock Landale', 'Damion Lee', 'T.J. Warren', 'Darius Bazley', 'Bismack Biyombo', 'Saben Lee']","['Reggie Bullock', 'Kyrie Irving', 'Luka Dončić', 'Josh Green', 'Dwight Powell']","['Tim Hardaway Jr.', 'Christian Wood', 'Justin Holiday', 'Frank Ntilikina', 'Markieff Morris', 'Dāvis Bertāns', 'Jaden Hardy', 'JaVale McGee', 'Theo Pinson']"
3104,67,20230311,SAC,L,119,128,37,30,-1,PHO,2023,False,104.3,0.567,12.4,18.4,0.202,114.1,104.3,0.571,12.9,19.5,0.365,122.8,"['Chris Paul', 'Devin Booker', 'Deandre Ayton', 'Josh Okogie', 'Torrey Craig']","['Terrence Ross', 'Ish Wainright', 'Cameron Payne', 'Bismack Biyombo', 'Jock Landale', 'Damion Lee', 'T.J. Warren', 'Darius Bazley', 'Saben Lee']","['Harrison Barnes', 'Domantas Sabonis', ""De'Aaron Fox"", 'Kevin Huerter', 'Keegan Murray']","['Kessler Edwards', 'Malik Monk', 'Trey Lyles', 'Davion Mitchell', 'Chimezie Metu', 'Terence Davis', 'Matthew Dellavedova', 'PJ Dozier', 'Richaun Holmes', 'Alex Len']"
3105,68,20230313,GSW,L,112,123,37,31,-2,PHO,2023,False,99.4,0.505,11.8,34.7,0.168,112.7,99.4,0.657,14.6,23.1,0.169,123.7,"['Devin Booker', 'Deandre Ayton', 'Josh Okogie', 'Chris Paul', 'Torrey Craig']","['Damion Lee', 'Cameron Payne', 'Terrence Ross', 'Ish Wainright', 'Bismack Biyombo', 'Jock Landale', 'T.J. Warren', 'Darius Bazley']","['Klay Thompson', 'Stephen Curry', 'Donte DiVincenzo', 'Draymond Green', 'Kevon Looney']","['Jordan Poole', 'JaMychal Green', 'Andre Iguodala', 'Moses Moody', 'Patrick Baldwin Jr.', 'Ryan Rollins']"
3106,69,20230314,MIL,L,104,116,37,32,-3,PHO,2023,False,100.2,0.474,9.7,19.5,0.147,103.8,100.2,0.541,11.4,28.3,0.282,115.8,"['Devin Booker', 'Josh Okogie', 'Chris Paul', 'Deandre Ayton', 'Torrey Craig']","['Ish Wainright', 'Cameron Payne', 'Jock Landale', 'Terrence Ross', 'Bismack Biyombo', 'T.J. Warren', 'Darius Bazley', 'Damion Lee']","['Giannis Antetokounmpo', 'Jrue Holiday', 'Brook Lopez', 'Pat Connaughton', 'Jevon Carter']","['Joe Ingles', 'Jae Crowder', 'Bobby Portis', 'Wesley Matthews', 'A.J. Green', 'Thanasis Antetokounmpo', 'MarJon Beauchamp', 'Meyers Leonard']"
3107,72,20230322,LAL,L,111,122,38,34,-2,PHO,2023,False,99.4,0.533,14.7,27.9,0.167,111.6,99.4,0.614,14.3,15.6,0.514,122.7,"['Devin Booker', 'Chris Paul', 'Torrey Craig', 'Bismack Biyombo', 'Josh Okogie']","['Landry Shamet', 'Jock Landale', 'T.J. Warren', 'Cameron Payne', 'Terrence Ross', 'Darius Bazley', 'Damion Lee', 'Ish Wainright']","['Austin Reaves', 'Anthony Davis', ""D'Angelo Russell"", 'Jarred Vanderbilt', 'Troy Brown Jr.']","['Dennis Schröder', 'Malik Beasley', 'Wenyen Gabriel', 'Rui Hachimura', 'Max Christie', 'Davon Reed', 'Lonnie Walker IV']"
3108,73,20230324,SAC,L,127,135,38,35,-3,PHO,2023,False,99.5,0.59,10.5,30.0,0.247,127.6,99.5,0.601,3.7,13.9,0.315,135.7,"['Devin Booker', 'Chris Paul', 'Torrey Craig', 'Josh Okogie', 'Bismack Biyombo']","['T.J. Warren', 'Terrence Ross', 'Jock Landale', 'Landry Shamet', 'Cameron Payne', 'Darius Bazley', 'Damion Lee', 'Ish Wainright']","['Domantas Sabonis', 'Harrison Barnes', 'Kevin Huerter', 'Keegan Murray', ""De'Aaron Fox""]","['Davion Mitchell', 'Malik Monk', 'Trey Lyles', 'Kessler Edwards', 'Chimezie Metu', 'Terence Davis', 'Matthew Dellavedova', 'PJ Dozier', 'Richaun Holmes', 'Alex Len']"
3109,75,20230327,UTA,W,117,103,40,35,2,PHO,2023,False,96.9,0.48,5.9,32.7,0.198,120.8,96.9,0.494,11.7,24.4,0.209,106.3,"['Devin Booker', 'Deandre Ayton', 'Chris Paul', 'Josh Okogie', 'Torrey Craig']","['Cameron Payne', 'T.J. Warren', 'Ish Wainright', 'Bismack Biyombo', 'Terrence Ross', 'Landry Shamet', 'Damion Lee', 'Darius Bazley', 'Jock Landale']","['Lauri Markkanen', 'Talen Horton-Tucker', 'Walker Kessler', 'Kelly Olynyk', 'Ochai Agbaji']","['Juan Toscano-Anderson', 'Kris Dunn', 'Damian Jones', 'Johnny Juzang', 'Jarrell Brantley', 'Udoka Azubuike']"
3110,76,20230329,MIN,W,107,100,41,35,3,PHO,2023,False,98.1,0.448,6.9,28.3,0.219,109.1,98.1,0.511,18.1,32.7,0.089,102.0,"['Devin Booker', 'Chris Paul', 'Josh Okogie', 'Kevin Durant', 'Deandre Ayton']","['Torrey Craig', 'Bismack Biyombo', 'Cameron Payne', 'Terrence Ross', 'T.J. Warren', 'Darius Bazley', 'Jock Landale', 'Damion Lee', 'Landry Shamet', 'Ish Wainright']","['Anthony Edwards', 'Rudy Gobert', 'Karl-Anthony Towns', 'Mike Conley', 'Jaden McDaniels']","['Kyle Anderson', 'Naz Reid', 'Jordan McLaughlin', 'Nickeil Alexander-Walker', 'Luka Garza', 'Nathan Knight', 'Josh Minott', 'Wendell Moore Jr.', 'Jaylen Nowell']"
3111,77,20230331,DEN,W,100,93,42,35,4,PHO,2023,False,97.3,0.477,14.1,26.5,0.182,102.7,97.3,0.432,9.6,28.3,0.116,95.6,"['Devin Booker', 'Chris Paul', 'Kevin Durant', 'Josh Okogie', 'Deandre Ayton']","['Bismack Biyombo', 'T.J. Warren', 'Torrey Craig', 'Terrence Ross', 'Cameron Payne', 'Darius Bazley', 'Jock Landale', 'Damion Lee', 'Landry Shamet', 'Ish Wainright']","['Bruce Brown', 'Aaron Gordon', 'Reggie Jackson', 'Christian Braun', 'DeAndre Jordan']","['Peyton Watson', 'Zeke Nnaji', 'Vlatko Čančar', 'Ish Smith', 'Thomas Bryant', 'Jeff Green', 'Jack White']"
3112,79,20230404,SAS,W,115,94,44,35,6,PHO,2023,False,96.9,0.539,12.2,34.1,0.213,118.7,96.9,0.461,11.1,17.6,0.122,97.0,"['Kevin Durant', 'Devin Booker', 'Chris Paul', 'Deandre Ayton', 'Josh Okogie']","['Torrey Craig', 'Bismack Biyombo', 'Landry Shamet', 'Terrence Ross', 'T.J. Warren', 'Ish Wainright', 'Damion Lee', 'Jock Landale', 'Saben Lee', 'Cameron Payne']","['Malaki Branham', 'Tre Jones', 'Sandro Mamukelashvili', ""Devonte' Graham"", 'Keita Bates-Diop']","['Julian Champagnie', 'Blake Wesley', 'Gorgui Dieng', 'Dominick Barlow', 'Doug McDermott', 'Zach Collins', 'Romeo Langford']"
3113,80,20230406,DEN,W,119,115,45,35,7,PHO,2023,False,92.8,0.627,10.0,19.4,0.253,128.3,92.8,0.578,12.3,25.7,0.229,123.9,"['Kevin Durant', 'Devin Booker', 'Chris Paul', 'Deandre Ayton', 'Josh Okogie']","['Torrey Craig', 'Terrence Ross', 'Bismack Biyombo', 'Cameron Payne', 'Landry Shamet', 'Jock Landale', 'Ish Wainright', 'Darius Bazley', 'Damion Lee', 'Saben Lee']","['Bruce Brown', 'Christian Braun', 'Reggie Jackson', 'DeAndre Jordan', 'Peyton Watson']","['Ish Smith', 'Jeff Green', 'Vlatko Čančar', 'Zeke Nnaji', 'Thomas Bryant', 'Jack White']"
3114,81,20230407,LAL,L,107,121,45,36,-1,PHO,2023,False,103.5,0.457,7.6,22.8,0.115,103.3,103.5,0.587,13.9,22.7,0.141,116.9,"['Josh Okogie', 'Torrey Craig', 'Landry Shamet', 'Cameron Payne', 'Bismack Biyombo']","['Jock Landale', 'Terrence Ross', 'Ish Wainright', 'Saben Lee', 'Damion Lee', 'Darius Bazley']","['Anthony Davis', ""D'Angelo Russell"", 'Austin Reaves', 'LeBron James', 'Jarred Vanderbilt']","['Malik Beasley', 'Troy Brown Jr.', 'Rui Hachimura', 'Wenyen Gabriel', 'Lonnie Walker IV', 'Mo Bamba', 'Max Christie', 'Davon Reed', 'Dennis Schröder']"
3115,82,20230409,LAC,L,114,119,45,37,-2,PHO,2023,False,102.2,0.495,6.1,23.5,0.162,111.5,102.2,0.515,8.3,28.6,0.16,116.4,"['Saben Lee', 'Ish Wainright', 'Josh Okogie', 'Jock Landale', 'Landry Shamet']","['Damion Lee', 'Terrence Ross', 'Darius Bazley', 'Torrey Craig', 'Bismack Biyombo', 'Cameron Payne']","['Russell Westbrook', 'Kawhi Leonard', 'Ivica Zubac', 'Nicolas Batum', 'Eric Gordon']","['Norman Powell', 'Mason Plumlee', 'Terance Mann', 'Bones Hyland', 'Robert Covington', 'Brandon Boston Jr.', 'Amir Coffey', 'Moussa Diabaté', 'Xavier Moon', 'Jason Preston']"
3116,1,20230416,LAC,L,110,115,0,1,-1,PHO,2023,True,100.3,0.512,9.4,15.0,0.317,109.7,100.3,0.495,11.7,29.4,0.247,114.7,"['Kevin Durant', 'Devin Booker', 'Chris Paul', 'Deandre Ayton', 'Torrey Craig']","['Landry Shamet', 'Jock Landale', 'Ish Wainright', 'Josh Okogie', 'Bismack Biyombo', 'Terrence Ross', 'Darius Bazley', 'Damion Lee', 'T.J. Warren']","['Kawhi Leonard', 'Russell Westbrook', 'Eric Gordon', 'Ivica Zubac', 'Nicolas Batum']","['Terance Mann', 'Norman Powell', 'Mason Plumlee', 'Bones Hyland', 'Brandon Boston Jr.', 'Amir Coffey', 'Robert Covington', 'Marcus Morris', 'Jason Preston']"
3117,2,20230418,LAC,W,123,109,1,1,1,PHO,2023,True,92.4,0.647,10.8,25.9,0.153,133.1,92.4,0.506,13.8,30.0,0.35,117.9,"['Devin Booker', 'Kevin Durant', 'Chris Paul', 'Torrey Craig', 'Deandre Ayton']","['Josh Okogie', 'Bismack Biyombo', 'Landry Shamet', 'Damion Lee', 'T.J. Warren', 'Ish Wainright', 'Darius Bazley', 'Jock Landale', 'Terrence Ross']","['Kawhi Leonard', 'Russell Westbrook', 'Eric Gordon', 'Ivica Zubac', 'Nicolas Batum']","['Norman Powell', 'Terance Mann', 'Bones Hyland', 'Mason Plumlee', 'Brandon Boston Jr.', 'Amir Coffey', 'Jason Preston', 'Robert Covington', 'Marcus Morris']"
3118,3,20230420,LAC,W,129,124,2,1,2,PHO,2023,True,104.3,0.534,10.7,30.6,0.398,123.7,104.3,0.633,16.1,16.7,0.229,118.9,"['Devin Booker', 'Kevin Durant', 'Chris Paul', 'Deandre Ayton', 'Torrey Craig']","['Josh Okogie', 'Damion Lee', 'Bismack Biyombo', 'Landry Shamet', 'T.J. Warren', 'Darius Bazley', 'Jock Landale', 'Terrence Ross', 'Ish Wainright']","['Norman Powell', 'Russell Westbrook', 'Eric Gordon', 'Ivica Zubac', 'Nicolas Batum']","['Terance Mann', 'Bones Hyland', 'Marcus Morris', 'Mason Plumlee', 'Robert Covington', 'Brandon Boston Jr.', 'Amir Coffey', 'Jason Preston']"
3119,4,20230422,LAC,W,112,100,3,1,3,PHO,2023,True,96.7,0.542,15.8,36.8,0.25,115.8,96.7,0.5,11.9,20.5,0.087,103.4,"['Kevin Durant', 'Devin Booker', 'Chris Paul', 'Deandre Ayton', 'Torrey Craig']","['Josh Okogie', 'Damion Lee', 'Bismack Biyombo', 'Landry Shamet', 'Darius Bazley', 'Jock Landale', 'Terrence Ross', 'Ish Wainright', 'T.J. Warren']","['Russell Westbrook', 'Norman Powell', 'Eric Gordon', 'Marcus Morris', 'Ivica Zubac']","['Terance Mann', 'Mason Plumlee', 'Bones Hyland', 'Robert Covington', 'Nicolas Batum', 'Brandon Boston Jr.', 'Amir Coffey', 'Jason Preston']"
3120,5,20230425,LAC,W,136,130,4,1,4,PHO,2023,True,100.2,0.612,7.9,27.5,0.223,135.7,100.2,0.521,8.2,34.7,0.326,129.7,"['Kevin Durant', 'Devin Booker', 'Chris Paul', 'Deandre Ayton', 'Torrey Craig']","['Josh Okogie', 'Bismack Biyombo', 'Landry Shamet', 'Damion Lee', 'Cameron Payne', 'Darius Bazley', 'Jock Landale', 'Terrence Ross', 'Ish Wainright', 'T.J. Warren']","['Russell Westbrook', 'Norman Powell', 'Marcus Morris', 'Ivica Zubac', 'Eric Gordon']","['Terance Mann', 'Nicolas Batum', 'Mason Plumlee', 'Bones Hyland', 'Brandon Boston Jr.', 'Amir Coffey', 'Robert Covington', 'Jason Preston']"
3121,6,20230429,DEN,L,107,125,4,2,-1,PHO,2023,True,97.8,0.554,14.9,19.5,0.167,109.5,97.8,0.554,8.5,34.8,0.129,127.9,"['Devin Booker', 'Kevin Durant', 'Chris Paul', 'Deandre Ayton', 'Josh Okogie']","['Torrey Craig', 'Landry Shamet', 'Damion Lee', 'Jock Landale', 'Bismack Biyombo', 'Cameron Payne', 'Ish Wainright', 'Terrence Ross', 'Darius Bazley', 'T.J. Warren']","['Aaron Gordon', 'Jamal Murray', 'Nikola Jokić', 'Michael Porter Jr.', 'Kentavious Caldwell-Pope']","['Bruce Brown', 'Jeff Green', 'Christian Braun', 'Peyton Watson', 'Vlatko Čančar', 'Reggie Jackson', 'Zeke Nnaji', 'Ish Smith', 'Thomas Bryant', 'DeAndre Jordan']"
3122,7,20230501,DEN,L,87,97,4,3,-2,PHO,2023,True,91.8,0.432,9.3,23.4,0.053,94.8,91.8,0.52,13.2,15.2,0.237,105.6,"['Devin Booker', 'Kevin Durant', 'Deandre Ayton', 'Chris Paul', 'Josh Okogie']","['Damion Lee', 'Cameron Payne', 'Torrey Craig', 'Bismack Biyombo', 'Jock Landale', 'Ish Wainright', 'Darius Bazley', 'Terrence Ross', 'Landry Shamet', 'T.J. Warren']","['Nikola Jokić', 'Kentavious Caldwell-Pope', 'Jamal Murray', 'Aaron Gordon', 'Michael Porter Jr.']","['Bruce Brown', 'Christian Braun', 'Jeff Green', 'Thomas Bryant', 'Vlatko Čančar', 'Reggie Jackson', 'DeAndre Jordan', 'Zeke Nnaji', 'Ish Smith', 'Peyton Watson']"
3123,8,20230505,DEN,W,121,114,5,3,1,PHO,2023,True,101.4,0.553,8.0,16.7,0.168,119.4,101.4,0.495,10.9,32.0,0.186,112.5,"['Kevin Durant', 'Devin Booker', 'Cameron Payne', 'Deandre Ayton', 'Josh Okogie']","['T.J. Warren', 'Landry Shamet', 'Jock Landale', 'Terrence Ross', 'Torrey Craig', 'Darius Bazley', 'Bismack Biyombo', 'Damion Lee', 'Chris Paul', 'Ish Wainright']","['Nikola Jokić', 'Jamal Murray', 'Aaron Gordon', 'Michael Porter Jr.', 'Kentavious Caldwell-Pope']","['Bruce Brown', 'Jeff Green', 'Christian Braun', 'Thomas Bryant', 'Vlatko Čančar', 'Reggie Jackson', 'DeAndre Jordan', 'Zeke Nnaji', 'Ish Smith', 'Peyton Watson']"
3124,9,20230507,DEN,W,129,124,6,3,2,PHO,2023,True,93.8,0.648,12.2,35.3,0.296,137.5,93.8,0.601,8.3,28.6,0.191,132.2,"['Kevin Durant', 'Devin Booker', 'Deandre Ayton', 'Cameron Payne', 'Josh Okogie']","['Landry Shamet', 'Jock Landale', 'T.J. Warren', 'Terrence Ross', 'Torrey Craig', 'Darius Bazley', 'Bismack Biyombo', 'Damion Lee', 'Chris Paul', 'Ish Wainright']","['Jamal Murray', 'Michael Porter Jr.', 'Nikola Jokić', 'Aaron Gordon', 'Kentavious Caldwell-Pope']","['Bruce Brown', 'Jeff Green', 'Christian Braun', 'Thomas Bryant', 'Vlatko Čančar', 'Reggie Jackson', 'DeAndre Jordan', 'Zeke Nnaji', 'Ish Smith', 'Peyton Watson']"
3125,10,20230509,DEN,L,102,118,6,4,-1,PHO,2023,True,97.2,0.483,9.2,16.7,0.193,104.9,97.2,0.571,9.3,22.7,0.247,121.4,"['Kevin Durant', 'Devin Booker', 'Deandre Ayton', 'Cameron Payne', 'Josh Okogie']","['Landry Shamet', 'Terrence Ross', 'Jock Landale', 'T.J. Warren', 'Torrey Craig', 'Damion Lee', 'Ish Wainright', 'Darius Bazley', 'Bismack Biyombo', 'Chris Paul']","['Nikola Jokić', 'Jamal Murray', 'Aaron Gordon', 'Michael Porter Jr.', 'Kentavious Caldwell-Pope']","['Bruce Brown', 'Christian Braun', 'Jeff Green', 'Reggie Jackson', 'Peyton Watson', 'Vlatko Čančar', 'Ish Smith', 'Zeke Nnaji', 'Thomas Bryant', 'DeAndre Jordan']"
3126,11,20230511,DEN,L,100,125,6,5,-2,PHO,2023,True,97.8,0.551,13.8,5.6,0.165,102.3,97.8,0.585,10.3,20.6,0.354,127.8,"['Cameron Payne', 'Kevin Durant', 'Landry Shamet', 'Devin Booker', 'Jock Landale']","['T.J. Warren', 'Torrey Craig', 'Damion Lee', 'Terrence Ross', 'Bismack Biyombo', 'Ish Wainright', 'Deandre Ayton', 'Darius Bazley', 'Josh Okogie', 'Chris Paul']","['Nikola Jokić', 'Kentavious Caldwell-Pope', 'Jamal Murray', 'Aaron Gordon', 'Michael Porter Jr.']","['Bruce Brown', 'Jeff Green', 'Christian Braun', 'Reggie Jackson', 'Ish Smith', 'Peyton Watson', 'Vlatko Čančar', 'Zeke Nnaji', 'Thomas Bryant', 'DeAndre Jordan']"
3127,1,20221019,SAC,W,115,108,1,0,1,POR,2023,False,101.7,0.506,9.7,22.9,0.295,113.0,101.7,0.559,14.6,10.8,0.153,106.2,"['Josh Hart', 'Damian Lillard', 'Anfernee Simons', 'Jerami Grant', 'Jusuf Nurkić']","['Justise Winslow', 'Shaedon Sharpe', 'Drew Eubanks', 'Nassir Little', 'Greg Brown III', 'Keon Johnson', 'Jabari Walker']","[""De'Aaron Fox"", 'Domantas Sabonis', 'Harrison Barnes', 'Kevin Huerter', 'KZ Okpala']","['Davion Mitchell', 'Terence Davis', 'Malik Monk', 'Trey Lyles', 'Richaun Holmes', 'Matthew Dellavedova', 'Alex Len', 'Chimezie Metu', 'Chima Moneke']"
3128,3,20221023,LAL,W,106,104,3,0,3,POR,2023,False,100.2,0.5,16.5,30.2,0.262,105.8,100.2,0.478,11.4,20.4,0.174,103.8,"['Josh Hart', 'Anfernee Simons', 'Jerami Grant', 'Damian Lillard', 'Jusuf Nurkić']","['Justise Winslow', 'Shaedon Sharpe', 'Nassir Little', 'Drew Eubanks', 'Greg Brown III', 'Keon Johnson', 'Jabari Walker']","['LeBron James', 'Anthony Davis', 'Lonnie Walker IV', 'Patrick Beverley', 'Russell Westbrook']","['Troy Brown Jr.', 'Juan Toscano-Anderson', 'Austin Reaves', 'Kendrick Nunn', 'Damian Jones', 'Max Christie', 'Wenyen Gabriel', 'Scotty Pippen Jr.', 'Matt Ryan']"
3129,4,20221024,DEN,W,135,110,4,0,4,POR,2023,False,95.1,0.675,9.4,24.3,0.277,142.0,95.1,0.56,7.6,21.7,0.088,115.7,"['Anfernee Simons', 'Jerami Grant', 'Jusuf Nurkić', 'Damian Lillard', 'Josh Hart']","['Nassir Little', 'Shaedon Sharpe', 'Drew Eubanks', 'Keon Johnson', 'Greg Brown III', 'Jabari Walker', 'Justise Winslow']","['Kentavious Caldwell-Pope', 'Aaron Gordon', 'Nikola Jokić', 'Jamal Murray', 'Michael Porter Jr.']","['Bruce Brown', 'Jeff Green', 'Bones Hyland', 'Christian Braun', 'DeAndre Jordan', 'Davon Reed', 'Zeke Nnaji', 'Ish Smith', 'Peyton Watson', 'Vlatko Čančar']"
3130,5,20221026,MIA,L,98,119,4,1,-1,POR,2023,False,95.6,0.513,17.5,26.2,0.231,102.5,95.6,0.592,15.9,35.7,0.184,124.5,"['Josh Hart', 'Anfernee Simons', 'Jerami Grant', 'Damian Lillard', 'Jusuf Nurkić']","['Justise Winslow', 'Shaedon Sharpe', 'Nassir Little', 'Drew Eubanks', 'Keon Johnson', 'Greg Brown III', 'Jabari Walker']","['Caleb Martin', 'Tyler Herro', 'Bam Adebayo', 'Jimmy Butler', 'Kyle Lowry']","['Max Strus', 'Gabe Vincent', 'Duncan Robinson', 'Nikola Jović', 'Haywood Highsmith', 'Dru Smith', 'Dewayne Dedmon', 'Udonis Haslem']"
3131,6,20221028,HOU,W,125,111,5,1,1,POR,2023,False,102.0,0.606,13.9,29.7,0.178,122.5,102.0,0.5,14.1,27.7,0.181,108.8,"['Anfernee Simons', 'Jerami Grant', 'Josh Hart', 'Jusuf Nurkić', 'Shaedon Sharpe']","['Justise Winslow', 'Keon Johnson', 'Nassir Little', 'Drew Eubanks', 'Greg Brown III', 'Jabari Walker', 'Damian Lillard']","['Kevin Porter Jr.', 'Eric Gordon', 'Jabari Smith Jr.', 'Jalen Green', 'Alperen Sengun']","[""Jae'Sean Tate"", 'KJ Martin', 'Tari Eason', 'Garrison Mathews', 'Daishen Nix', 'Usman Garuba', 'Josh Christopher', 'Trevor Hudgins', 'Boban Marjanović']"
